country,day,domestic_flights,international_departures,international_arrivals,total_flights
Ireland,2020-02-18,13.0,247.0,248.0,508.0
Ireland,2020-02-19,7.0,257.0,258.0,522.0
Ireland,2020-02-20,12.0,288.0,281.0,581.0
Ireland,2020-02-21,11.0,333.0,317.0,661.0
Ireland,2020-02-22,8.0,250.0,235.0,493.0
Ireland,2020-02-23,10.0,304.0,298.0,612.0
Ireland,2020-02-24,11.0,319.0,311.0,641.0
Ireland,2020-02-25,11.0,252.0,251.0,514.0
Ireland,2020-02-26,13.0,260.0,258.0,531.0
Ireland,2020-02-27,12.0,287.0,295.0,594.0
Ireland,2020-02-28,10.0,328.0,324.0,662.0
Ireland,2020-02-29,3.0,243.0,223.0,469.0
Ireland,2020-03-01,7.0,308.0,307.0,622.0
Ireland,2020-03-02,11.0,328.0,314.0,653.0
Ireland,2020-03-03,11.0,261.0,255.0,527.0
Ireland,2020-03-04,12.0,268.0,255.0,535.0
Ireland,2020-03-05,11.0,298.0,283.0,592.0
Ireland,2020-03-06,11.0,326.0,316.0,653.0
Ireland,2020-03-07,8.0,253.0,248.0,509.0
Ireland,2020-03-08,6.0,307.0,289.0,602.0
Ireland,2020-03-09,9.0,322.0,299.0,630.0
Ireland,2020-03-10,15.0,261.0,254.0,530.0
Ireland,2020-03-11,15.0,261.0,262.0,538.0
Ireland,2020-03-12,11.0,302.0,285.0,598.0
Ireland,2020-03-13,12.0,336.0,335.0,683.0
Ireland,2020-03-14,4.0,254.0,250.0,508.0
Ireland,2020-03-15,6.0,291.0,278.0,575.0
Ireland,2020-03-16,10.0,295.0,287.0,592.0
Ireland,2020-03-17,7.0,219.0,210.0,436.0
Ireland,2020-03-18,9.0,231.0,225.0,465.0
Ireland,2020-03-19,8.0,231.0,230.0,469.0
Ireland,2020-03-20,10.0,229.0,226.0,465.0
Ireland,2020-03-21,7.0,141.0,145.0,293.0
Ireland,2020-03-22,7.0,179.0,178.0,364.0
Ireland,2020-03-23,13.0,165.0,159.0,337.0
Ireland,2020-03-24,13.0,125.0,123.0,261.0
Ireland,2020-03-25,7.0,91.0,91.0,189.0
Ireland,2020-03-26,8.0,105.0,105.0,218.0
Ireland,2020-03-27,9.0,104.0,101.0,214.0
Ireland,2020-03-28,7.0,66.0,65.0,138.0
Ireland,2020-03-29,6.0,73.0,77.0,156.0
Ireland,2020-03-30,17.0,49.0,53.0,119.0
Ireland,2020-03-31,6.0,36.0,33.0,75.0
Ireland,2020-04-01,9.0,31.0,31.0,71.0
Ireland,2020-04-02,8.0,32.0,35.0,75.0
Ireland,2020-04-03,7.0,47.0,43.0,97.0
Ireland,2020-04-04,4.0,34.0,32.0,70.0
Ireland,2020-04-05,5.0,37.0,37.0,79.0
Ireland,2020-04-06,9.0,36.0,32.0,77.0
Ireland,2020-04-07,6.0,24.0,24.0,54.0
Ireland,2020-04-08,7.0,20.0,21.0,48.0
Ireland,2020-04-09,7.0,27.0,29.0,63.0
Ireland,2020-04-10,8.0,33.0,33.0,74.0
Ireland,2020-04-11,5.0,24.0,21.0,50.0
Ireland,2020-04-12,5.0,21.0,24.0,50.0
Ireland,2020-04-13,5.0,29.0,26.0,60.0
Ireland,2020-04-14,7.0,18.0,23.0,48.0
Ireland,2020-04-15,6.0,21.0,22.0,49.0
Ireland,2020-04-16,8.0,32.0,26.0,66.0
Ireland,2020-04-17,7.0,33.0,32.0,72.0
Ireland,2020-04-18,4.0,24.0,23.0,51.0
Ireland,2020-04-19,3.0,26.0,27.0,56.0
Ireland,2020-04-20,8.0,33.0,32.0,73.0
Ireland,2020-04-21,7.0,25.0,23.0,55.0
Ireland,2020-04-22,5.0,25.0,26.0,56.0
Ireland,2020-04-23,7.0,26.0,25.0,58.0
Ireland,2020-04-24,6.0,35.0,34.0,75.0
Ireland,2020-04-25,5.0,25.0,22.0,52.0
Ireland,2020-04-26,5.0,25.0,25.0,55.0
Ireland,2020-04-27,10.0,31.0,29.0,70.0
Ireland,2020-04-28,12.0,16.0,19.0,47.0
Ireland,2020-04-29,5.0,24.0,26.0,55.0
Ireland,2020-04-30,4.0,29.0,24.0,57.0
Israel,2020-02-01,0.0,83.0,70.0,153.0
Israel,2020-02-02,1.0,135.0,123.0,259.0
Israel,2020-02-03,0.0,109.0,2.0,111.0
Israel,2020-02-04,0.0,111.0,83.0,194.0
Israel,2020-02-05,0.0,109.0,96.0,205.0
Israel,2020-02-06,3.0,131.0,129.0,263.0
Israel,2020-02-07,0.0,107.0,59.0,166.0
Israel,2020-02-10,0.0,115.0,106.0,221.0
Israel,2020-02-11,0.0,55.0,8.0,63.0
Israel,2020-02-12,0.0,55.0,15.0,70.0
Israel,2020-02-14,0.0,47.0,9.0,56.0
Israel,2020-02-15,0.0,83.0,75.0,158.0
Israel,2020-02-16,0.0,66.0,1.0,67.0
Israel,2020-02-17,0.0,78.0,38.0,116.0
Israel,2020-02-18,0.0,72.0,26.0,98.0
Israel,2020-02-19,0.0,68.0,6.0,74.0
Israel,2020-02-20,0.0,68.0,20.0,88.0
Israel,2020-02-21,0.0,117.0,103.0,220.0
Israel,2020-02-22,0.0,90.0,78.0,168.0
Israel,2020-02-23,0.0,142.0,127.0,269.0
Israel,2020-02-24,0.0,127.0,131.0,258.0
Israel,2020-02-26,0.0,105.0,118.0,223.0
Israel,2020-02-27,0.0,126.0,108.0,234.0
Israel,2020-02-28,0.0,81.0,70.0,151.0
Israel,2020-02-29,0.0,79.0,83.0,162.0
Israel,2020-03-01,0.0,143.0,131.0,274.0
Israel,2020-03-02,0.0,58.0,2.0,60.0
Israel,2020-03-04,0.0,96.0,106.0,202.0
Israel,2020-03-05,0.0,131.0,111.0,242.0
Israel,2020-03-07,0.0,42.0,33.0,75.0
Israel,2020-03-08,0.0,58.0,32.0,90.0
Israel,2020-03-10,0.0,31.0,11.0,42.0
Israel,2020-03-11,0.0,32.0,14.0,46.0
Israel,2020-03-12,0.0,57.0,52.0,109.0
Israel,2020-03-13,0.0,36.0,32.0,68.0
Israel,2020-03-14,0.0,25.0,34.0,59.0
Israel,2020-03-15,0.0,34.0,1.0,35.0
Israel,2020-03-16,0.0,21.0,14.0,35.0
Israel,2020-03-17,0.0,26.0,17.0,43.0
Israel,2020-03-18,0.0,17.0,3.0,20.0
Israel,2020-03-21,0.0,17.0,14.0,31.0
Israel,2020-03-22,0.0,16.0,11.0,27.0
Israel,2020-03-23,0.0,17.0,8.0,25.0
Israel,2020-03-24,0.0,14.0,10.0,24.0
Israel,2020-03-25,0.0,14.0,9.0,23.0
Israel,2020-03-30,0.0,11.0,4.0,15.0
Israel,2020-04-01,0.0,12.0,9.0,21.0
Israel,2020-04-02,0.0,20.0,3.0,23.0
Israel,2020-04-03,0.0,5.0,7.0,12.0
Israel,2020-04-04,0.0,14.0,2.0,16.0
Israel,2020-04-05,0.0,9.0,2.0,11.0
Israel,2020-04-06,0.0,19.0,4.0,23.0
Israel,2020-04-07,0.0,15.0,5.0,20.0
Israel,2020-04-08,0.0,11.0,1.0,12.0
Israel,2020-04-10,0.0,6.0,5.0,11.0
Israel,2020-04-11,0.0,14.0,7.0,21.0
Israel,2020-04-12,0.0,5.0,2.0,7.0
Israel,2020-04-14,0.0,11.0,,
Israel,2020-04-15,0.0,14.0,9.0,23.0
Israel,2020-04-16,0.0,11.0,0.0,11.0
Israel,2020-04-17,0.0,9.0,2.0,11.0
Israel,2020-04-18,0.0,15.0,6.0,21.0
Israel,2020-04-19,0.0,6.0,0.0,6.0
Israel,2020-04-20,0.0,15.0,5.0,20.0
Israel,2020-04-21,0.0,13.0,7.0,20.0
Israel,2020-04-22,0.0,10.0,3.0,13.0
Israel,2020-04-23,0.0,15.0,4.0,19.0
Israel,2020-04-24,0.0,8.0,1.0,9.0
Israel,2020-04-25,0.0,10.0,7.0,17.0
Israel,2020-04-26,0.0,10.0,1.0,11.0
Israel,2020-04-27,0.0,12.0,1.0,13.0
Israel,2020-04-28,0.0,17.0,0.0,17.0
Israel,2020-04-30,0.0,15.0,6.0,21.0
Italy,2020-02-01,214.0,572.0,641.0,1427.0
Italy,2020-02-02,203.0,632.0,710.0,1545.0
Italy,2020-02-03,261.0,670.0,735.0,1666.0
Italy,2020-02-04,248.0,594.0,637.0,1479.0
Italy,2020-02-05,212.0,621.0,651.0,1484.0
Italy,2020-02-06,250.0,686.0,702.0,1638.0
Italy,2020-02-07,240.0,744.0,802.0,1786.0
Italy,2020-02-08,190.0,669.0,688.0,1547.0
Italy,2020-02-09,212.0,637.0,683.0,1532.0
Italy,2020-02-10,260.0,699.0,737.0,1696.0
Italy,2020-02-11,310.0,639.0,677.0,1626.0
Italy,2020-02-12,333.0,648.0,678.0,1659.0
Italy,2020-02-13,360.0,716.0,753.0,1829.0
Italy,2020-02-14,318.0,777.0,836.0,1931.0
Italy,2020-02-15,253.0,684.0,710.0,1647.0
Italy,2020-02-16,292.0,721.0,787.0,1800.0
Italy,2020-02-17,325.0,784.0,819.0,1928.0
Italy,2020-02-18,329.0,682.0,720.0,1731.0
Italy,2020-02-19,330.0,678.0,733.0,1741.0
Italy,2020-02-20,346.0,740.0,783.0,1869.0
Italy,2020-02-21,336.0,849.0,876.0,2061.0
Italy,2020-02-22,257.0,741.0,773.0,1771.0
Italy,2020-02-23,303.0,771.0,839.0,1913.0
Italy,2020-02-24,364.0,799.0,855.0,2018.0
Italy,2020-02-25,205.0,626.0,709.0,1540.0
Italy,2020-02-26,277.0,682.0,738.0,1697.0
Italy,2020-02-27,292.0,716.0,754.0,1762.0
Italy,2020-02-28,303.0,763.0,837.0,1903.0
Italy,2020-02-29,237.0,692.0,729.0,1658.0
Italy,2020-03-01,258.0,703.0,777.0,1738.0
Italy,2020-03-02,266.0,702.0,752.0,1720.0
Italy,2020-03-03,222.0,587.0,650.0,1459.0
Italy,2020-03-04,219.0,598.0,639.0,1456.0
Italy,2020-03-05,230.0,610.0,654.0,1494.0
Italy,2020-03-06,260.0,653.0,709.0,1622.0
Italy,2020-03-07,196.0,568.0,610.0,1374.0
Italy,2020-03-08,242.0,598.0,627.0,1467.0
Italy,2020-03-09,208.0,519.0,545.0,1272.0
Italy,2020-03-10,189.0,355.0,363.0,907.0
Italy,2020-03-11,125.0,261.0,275.0,661.0
Italy,2020-03-12,99.0,260.0,266.0,625.0
Italy,2020-03-13,90.0,246.0,256.0,592.0
Italy,2020-03-14,41.0,63.0,69.0,173.0
Italy,2020-03-15,44.0,67.0,70.0,181.0
Italy,2020-03-16,49.0,76.0,83.0,208.0
Italy,2020-03-17,89.0,73.0,80.0,242.0
Italy,2020-03-18,50.0,78.0,82.0,210.0
Italy,2020-03-19,50.0,83.0,85.0,218.0
Italy,2020-03-20,58.0,88.0,85.0,231.0
Italy,2020-03-21,73.0,45.0,51.0,169.0
Italy,2020-03-22,38.0,49.0,61.0,148.0
Italy,2020-03-23,46.0,59.0,62.0,167.0
Italy,2020-03-24,70.0,58.0,63.0,191.0
Italy,2020-03-25,63.0,64.0,67.0,194.0
Italy,2020-03-26,47.0,66.0,62.0,175.0
Italy,2020-03-27,45.0,57.0,62.0,164.0
Italy,2020-03-28,49.0,40.0,41.0,130.0
Italy,2020-03-29,50.0,39.0,52.0,141.0
Italy,2020-03-30,48.0,51.0,46.0,145.0
Italy,2020-03-31,49.0,45.0,52.0,146.0
Italy,2020-04-01,51.0,43.0,44.0,138.0
Italy,2020-04-02,50.0,54.0,51.0,155.0
Italy,2020-04-03,53.0,50.0,52.0,155.0
Italy,2020-04-04,45.0,30.0,33.0,108.0
Italy,2020-04-05,41.0,37.0,41.0,119.0
Italy,2020-04-06,42.0,47.0,46.0,135.0
Italy,2020-04-07,60.0,48.0,47.0,155.0
Italy,2020-04-08,56.0,44.0,48.0,148.0
Italy,2020-04-09,54.0,50.0,47.0,151.0
Italy,2020-04-10,42.0,44.0,52.0,138.0
Italy,2020-04-11,45.0,32.0,29.0,106.0
Italy,2020-04-12,18.0,28.0,28.0,74.0
Italy,2020-04-13,29.0,32.0,28.0,89.0
Italy,2020-04-14,51.0,39.0,41.0,131.0
Italy,2020-04-15,54.0,52.0,47.0,153.0
Italy,2020-04-16,51.0,44.0,47.0,142.0
Italy,2020-04-17,52.0,52.0,62.0,166.0
Italy,2020-04-18,27.0,26.0,30.0,83.0
Italy,2020-04-19,26.0,27.0,36.0,89.0
Italy,2020-04-20,42.0,52.0,51.0,145.0
Italy,2020-04-21,52.0,46.0,52.0,150.0
Italy,2020-04-22,52.0,42.0,42.0,136.0
Italy,2020-04-23,56.0,47.0,49.0,152.0
Italy,2020-04-24,47.0,56.0,61.0,164.0
Italy,2020-04-25,32.0,35.0,27.0,94.0
Italy,2020-04-26,45.0,26.0,37.0,108.0
Italy,2020-04-27,46.0,53.0,46.0,145.0
Italy,2020-04-28,54.0,44.0,51.0,149.0
Italy,2020-04-29,58.0,50.0,53.0,161.0
Italy,2020-04-30,54.0,59.0,57.0,170.0
Japan,2020-02-01,232.0,185.0,231.0,648.0
Japan,2020-02-02,230.0,195.0,237.0,662.0
Japan,2020-02-03,246.0,184.0,236.0,666.0
Japan,2020-02-04,233.0,196.0,211.0,640.0
Japan,2020-02-05,237.0,196.0,237.0,670.0
Japan,2020-02-06,237.0,190.0,234.0,661.0
Japan,2020-02-07,232.0,184.0,242.0,658.0
Japan,2020-02-08,245.0,179.0,229.0,653.0
Japan,2020-02-09,235.0,175.0,226.0,636.0
Japan,2020-02-10,231.0,174.0,236.0,641.0
Japan,2020-02-11,235.0,164.0,197.0,596.0
Japan,2020-02-12,231.0,179.0,201.0,611.0
Japan,2020-02-13,222.0,178.0,250.0,650.0
Japan,2020-02-14,227.0,169.0,246.0,642.0
Japan,2020-02-15,224.0,156.0,170.0,550.0
Japan,2020-02-16,236.0,172.0,233.0,641.0
Japan,2020-02-17,214.0,170.0,231.0,615.0
Japan,2020-02-18,231.0,166.0,198.0,595.0
Japan,2020-02-19,227.0,174.0,203.0,604.0
Japan,2020-02-20,226.0,169.0,223.0,618.0
Japan,2020-02-21,236.0,171.0,222.0,629.0
Japan,2020-02-22,228.0,186.0,244.0,658.0
Japan,2020-02-23,221.0,168.0,224.0,613.0
Japan,2020-02-24,238.0,166.0,205.0,609.0
Japan,2020-02-25,231.0,150.0,191.0,572.0
Japan,2020-02-26,231.0,151.0,216.0,598.0
Japan,2020-02-27,224.0,165.0,209.0,598.0
Japan,2020-02-28,227.0,167.0,197.0,591.0
Japan,2020-02-29,223.0,156.0,219.0,598.0
Japan,2020-03-01,243.0,151.0,203.0,597.0
Japan,2020-03-02,240.0,133.0,182.0,555.0
Japan,2020-03-03,234.0,131.0,167.0,532.0
Japan,2020-03-04,231.0,119.0,195.0,545.0
Japan,2020-03-05,217.0,134.0,176.0,527.0
Japan,2020-03-06,221.0,114.0,167.0,502.0
Japan,2020-03-07,205.0,116.0,156.0,477.0
Japan,2020-03-08,225.0,123.0,159.0,507.0
Japan,2020-03-09,204.0,68.0,95.0,367.0
Japan,2020-03-10,195.0,79.0,117.0,391.0
Japan,2020-03-11,206.0,74.0,111.0,391.0
Japan,2020-03-12,201.0,85.0,131.0,417.0
Japan,2020-03-13,190.0,92.0,110.0,392.0
Japan,2020-03-14,185.0,77.0,115.0,377.0
Japan,2020-03-15,172.0,80.0,103.0,355.0
Japan,2020-03-16,172.0,56.0,88.0,316.0
Japan,2020-03-17,178.0,70.0,93.0,341.0
Japan,2020-03-18,196.0,78.0,111.0,385.0
Japan,2020-03-19,201.0,74.0,104.0,379.0
Japan,2020-03-20,216.0,60.0,88.0,364.0
Japan,2020-03-21,223.0,68.0,88.0,379.0
Japan,2020-03-22,222.0,55.0,84.0,361.0
Japan,2020-03-23,190.0,45.0,71.0,306.0
Japan,2020-03-24,184.0,41.0,51.0,276.0
Japan,2020-03-25,191.0,46.0,68.0,305.0
Japan,2020-03-26,206.0,39.0,58.0,303.0
Japan,2020-03-27,221.0,45.0,51.0,317.0
Japan,2020-03-28,213.0,40.0,55.0,308.0
Japan,2020-03-29,180.0,31.0,50.0,261.0
Japan,2020-03-30,182.0,27.0,42.0,251.0
Japan,2020-03-31,168.0,28.0,46.0,242.0
Japan,2020-04-01,178.0,37.0,56.0,271.0
Japan,2020-04-02,162.0,34.0,46.0,242.0
Japan,2020-04-03,196.0,35.0,42.0,273.0
Japan,2020-04-04,196.0,32.0,39.0,267.0
Japan,2020-04-05,179.0,26.0,31.0,236.0
Japan,2020-04-06,184.0,19.0,32.0,235.0
Japan,2020-04-07,178.0,29.0,38.0,245.0
Japan,2020-04-08,162.0,37.0,44.0,243.0
Japan,2020-04-09,136.0,27.0,39.0,202.0
Japan,2020-04-10,128.0,31.0,49.0,208.0
Japan,2020-04-11,123.0,32.0,44.0,199.0
Japan,2020-04-12,121.0,26.0,36.0,183.0
Japan,2020-04-13,123.0,19.0,40.0,182.0
Japan,2020-04-14,123.0,28.0,44.0,195.0
Japan,2020-04-15,128.0,39.0,52.0,219.0
Japan,2020-04-16,118.0,41.0,51.0,210.0
Japan,2020-04-17,86.0,34.0,54.0,174.0
Japan,2020-04-18,88.0,30.0,42.0,160.0
Japan,2020-04-19,89.0,26.0,28.0,143.0
Japan,2020-04-20,77.0,22.0,36.0,135.0
Japan,2020-04-21,74.0,37.0,50.0,161.0
Japan,2020-04-22,74.0,37.0,43.0,154.0
Japan,2020-04-23,74.0,43.0,49.0,166.0
Japan,2020-04-24,74.0,37.0,51.0,162.0
Japan,2020-04-25,75.0,38.0,39.0,152.0
Japan,2020-04-26,69.0,28.0,29.0,126.0
Japan,2020-04-27,58.0,17.0,35.0,110.0
Japan,2020-04-28,68.0,35.0,42.0,145.0
Japan,2020-04-29,66.0,36.0,46.0,148.0
Japan,2020-04-30,78.0,36.0,59.0,173.0
Kazakhstan,2020-02-01,6.0,22.0,19.0,47.0
Kazakhstan,2020-02-02,4.0,20.0,18.0,42.0
Kazakhstan,2020-02-03,7.0,15.0,17.0,39.0
Kazakhstan,2020-02-04,2.0,16.0,14.0,32.0
Kazakhstan,2020-02-05,5.0,14.0,17.0,36.0
Kazakhstan,2020-02-06,5.0,15.0,16.0,36.0
Kazakhstan,2020-02-07,4.0,21.0,15.0,40.0
Kazakhstan,2020-02-08,3.0,23.0,19.0,45.0
Kazakhstan,2020-02-09,2.0,19.0,17.0,38.0
Kazakhstan,2020-02-10,4.0,22.0,18.0,44.0
Kazakhstan,2020-02-11,3.0,16.0,14.0,33.0
Kazakhstan,2020-02-12,3.0,14.0,22.0,39.0
Kazakhstan,2020-02-13,6.0,19.0,18.0,43.0
Kazakhstan,2020-02-14,3.0,25.0,16.0,44.0
Kazakhstan,2020-02-15,3.0,19.0,16.0,38.0
Kazakhstan,2020-02-16,7.0,20.0,21.0,48.0
Kazakhstan,2020-02-17,3.0,22.0,20.0,45.0
Kazakhstan,2020-02-19,4.0,17.0,19.0,40.0
Kazakhstan,2020-02-20,3.0,23.0,16.0,42.0
Kazakhstan,2020-02-21,5.0,24.0,21.0,50.0
Kazakhstan,2020-02-22,4.0,26.0,17.0,47.0
Kazakhstan,2020-02-23,7.0,18.0,21.0,46.0
Kazakhstan,2020-02-24,3.0,23.0,23.0,49.0
Kazakhstan,2020-02-25,2.0,18.0,8.0,28.0
Kazakhstan,2020-02-26,4.0,14.0,14.0,32.0
Kazakhstan,2020-02-27,3.0,20.0,16.0,39.0
Kazakhstan,2020-02-28,5.0,24.0,18.0,47.0
Kazakhstan,2020-02-29,4.0,30.0,21.0,55.0
Kazakhstan,2020-03-01,4.0,23.0,22.0,49.0
Kazakhstan,2020-03-02,7.0,26.0,22.0,55.0
Kazakhstan,2020-03-03,3.0,22.0,14.0,39.0
Kazakhstan,2020-03-04,6.0,19.0,18.0,43.0
Kazakhstan,2020-03-05,7.0,21.0,19.0,47.0
Kazakhstan,2020-03-06,7.0,22.0,24.0,53.0
Kazakhstan,2020-03-07,1.0,25.0,19.0,45.0
Kazakhstan,2020-03-08,4.0,29.0,23.0,56.0
Kazakhstan,2020-03-09,4.0,24.0,25.0,53.0
Kazakhstan,2020-03-10,5.0,21.0,16.0,42.0
Kazakhstan,2020-03-11,6.0,18.0,17.0,41.0
Kazakhstan,2020-03-12,11.0,19.0,20.0,50.0
Kazakhstan,2020-03-13,5.0,25.0,19.0,49.0
Kazakhstan,2020-03-14,8.0,18.0,19.0,45.0
Kazakhstan,2020-03-15,5.0,25.0,14.0,44.0
Kazakhstan,2020-03-16,1.0,18.0,9.0,28.0
Kazakhstan,2020-03-17,2.0,11.0,7.0,20.0
Kazakhstan,2020-03-18,2.0,6.0,10.0,18.0
Kazakhstan,2020-03-19,2.0,11.0,9.0,22.0
Kazakhstan,2020-03-20,2.0,10.0,8.0,20.0
Kazakhstan,2020-03-21,1.0,14.0,16.0,31.0
Kazakhstan,2020-03-22,3.0,9.0,10.0,22.0
Kazakhstan,2020-03-24,2.0,6.0,5.0,13.0
Kazakhstan,2020-03-29,2.0,10.0,9.0,21.0
Kazakhstan,2020-04-02,1.0,8.0,6.0,15.0
Kazakhstan,2020-04-21,0.0,8.0,6.0,14.0
Kazakhstan,2020-04-25,2.0,14.0,18.0,34.0
Kazakhstan,2020-04-26,1.0,17.0,14.0,32.0
Kazakhstan,2020-04-27,1.0,11.0,7.0,19.0
Kazakhstan,2020-04-28,0.0,5.0,12.0,17.0
Kazakhstan,2020-04-29,1.0,13.0,22.0,36.0
Kazakhstan,2020-04-30,3.0,20.0,16.0,39.0
Kenya,2020-03-14,0.0,3.0,4.0,7.0
Kenya,2020-04-07,1.0,,,
"Korea, Republic of",2020-02-01,11.0,210.0,214.0,435.0
"Korea, Republic of",2020-02-02,25.0,240.0,217.0,482.0
"Korea, Republic of",2020-02-03,17.0,233.0,206.0,456.0
"Korea, Republic of",2020-02-04,8.0,138.0,201.0,347.0
"Korea, Republic of",2020-02-05,24.0,239.0,215.0,478.0
"Korea, Republic of",2020-02-06,16.0,231.0,207.0,454.0
"Korea, Republic of",2020-02-07,22.0,233.0,207.0,462.0
"Korea, Republic of",2020-02-08,15.0,234.0,200.0,449.0
"Korea, Republic of",2020-02-09,22.0,239.0,205.0,466.0
"Korea, Republic of",2020-02-10,23.0,215.0,193.0,431.0
"Korea, Republic of",2020-02-11,10.0,130.0,185.0,325.0
"Korea, Republic of",2020-02-12,4.0,137.0,208.0,349.0
"Korea, Republic of",2020-02-13,19.0,226.0,181.0,426.0
"Korea, Republic of",2020-02-14,22.0,222.0,192.0,436.0
"Korea, Republic of",2020-02-15,10.0,120.0,142.0,272.0
"Korea, Republic of",2020-02-16,26.0,220.0,196.0,442.0
"Korea, Republic of",2020-02-17,23.0,208.0,194.0,425.0
"Korea, Republic of",2020-02-18,16.0,212.0,175.0,403.0
"Korea, Republic of",2020-02-19,2.0,110.0,198.0,310.0
"Korea, Republic of",2020-02-20,23.0,216.0,182.0,421.0
"Korea, Republic of",2020-02-21,15.0,140.0,199.0,354.0
"Korea, Republic of",2020-02-22,22.0,213.0,198.0,433.0
"Korea, Republic of",2020-02-23,16.0,204.0,187.0,407.0
"Korea, Republic of",2020-02-24,10.0,110.0,190.0,310.0
"Korea, Republic of",2020-02-25,5.0,116.0,163.0,284.0
"Korea, Republic of",2020-02-26,24.0,190.0,166.0,380.0
"Korea, Republic of",2020-02-27,18.0,181.0,158.0,357.0
"Korea, Republic of",2020-02-28,17.0,161.0,167.0,345.0
"Korea, Republic of",2020-02-29,19.0,185.0,158.0,362.0
"Korea, Republic of",2020-03-01,19.0,133.0,153.0,305.0
"Korea, Republic of",2020-03-02,18.0,138.0,129.0,285.0
"Korea, Republic of",2020-03-03,13.0,97.0,116.0,226.0
"Korea, Republic of",2020-03-04,16.0,141.0,121.0,278.0
"Korea, Republic of",2020-03-05,23.0,127.0,109.0,259.0
"Korea, Republic of",2020-03-06,17.0,106.0,105.0,228.0
"Korea, Republic of",2020-03-07,16.0,112.0,105.0,233.0
"Korea, Republic of",2020-03-08,19.0,111.0,103.0,233.0
"Korea, Republic of",2020-03-09,0.0,65.0,69.0,134.0
"Korea, Republic of",2020-03-10,2.0,71.0,61.0,134.0
"Korea, Republic of",2020-03-11,4.0,73.0,64.0,141.0
"Korea, Republic of",2020-03-12,2.0,18.0,67.0,87.0
"Korea, Republic of",2020-03-13,4.0,65.0,65.0,134.0
"Korea, Republic of",2020-03-14,5.0,65.0,64.0,134.0
"Korea, Republic of",2020-03-15,7.0,57.0,65.0,129.0
"Korea, Republic of",2020-03-16,7.0,51.0,55.0,113.0
"Korea, Republic of",2020-03-17,5.0,41.0,51.0,97.0
"Korea, Republic of",2020-03-18,2.0,23.0,58.0,83.0
"Korea, Republic of",2020-03-19,1.0,56.0,63.0,120.0
"Korea, Republic of",2020-03-20,3.0,42.0,60.0,105.0
"Korea, Republic of",2020-03-21,2.0,37.0,67.0,106.0
"Korea, Republic of",2020-03-22,7.0,55.0,56.0,118.0
"Korea, Republic of",2020-03-23,1.0,54.0,58.0,113.0
"Korea, Republic of",2020-03-24,5.0,64.0,53.0,122.0
"Korea, Republic of",2020-03-25,4.0,45.0,50.0,99.0
"Korea, Republic of",2020-03-26,1.0,42.0,62.0,105.0
"Korea, Republic of",2020-03-27,4.0,62.0,57.0,123.0
